name,rel,customer,newCol1,newCol2,status,orderType,config,platform,accType,testedBy,submissionReason,reqDate,submissionDate,startDate,endDate,rolloverDate,rolloverDays,rolloverDaysH,waitingDays,waitingDaysH,testingDays,testingDaysH,reportNo,releaseDate,reviewedBy,codeCompare,newFW,tBugs,is_delete,user_id,date,__v
HHo009.02,2,Adani,MSEDCL,w/o DI,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,SS,bug fixed,2024-05-24,2024-06-14,2024-06-14,2024-06-17,,-45460,,1,0.0,4.0,2.0,,,,,,,False,,,0
nLo048.02,2,Montecarlo ,MSEDCL,"4G, w/o DI",Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,Firmware nLo047.02 modified for Cr changes,2024-06-05,2024-06-14,2024-06-14,2024-06-18,2024-06-20,2,2.0,1,0.0,5.0,3.0,,,AM,,,,False,,,0
nHo055.03,3,Iskraemeco ,UGVCL,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AM,bug fixed,2024-05-10,2024-06-14,2024-06-17,2024-06-18,,-45461,,4,1.0,2.0,2.0,,,,,,,False,,,0
HHo004.07,7,Adani,MSEDCL,,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,DK,code compare,2024-06-14,2024-06-14,2024-06-14,2024-06-14,,-45457,,1,0.0,1.0,1.0,109124(1),2024-06-14,,yes,,,False,,,0
5BD0C.30,0,TS,Transco,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,SEM N2,TVM HT 0.2,San,New firmware,2024-06-14,2024-06-14,2024-06-19,2024-06-25,2024-06-27,2,2.0,6,3.0,7.0,5.0,,,SS,,yes,,False,,,0
5YD28.33,0,WBSETCL,WBSETCL,,Released,DLMS Order,3P4W HTCT 63.5V 5-10A,SEM N2,TVM HT 0.2,DK,Checklist Implementation,2024-06-14,2024-06-14,2024-06-18,2024-06-20,2024-06-24,4,2.0,5,3.0,3.0,3.0,QER-109144(1),2024-06-28,VN,,,,False,,,0
HHo010.00,0,GMR,DVVNL,4G,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,SS,New firmware,2024-06-14,2024-06-14,2024-06-17,2024-06-21,2024-06-25,4,2.0,4,1.0,5.0,5.0,,,AM,,yes,,False,,,0
RH53.00,2,TPCL,TPCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BHR,bug fixed,2024-04-12,2024-06-14,2024-06-18,2024-06-19,,-45462,,5,2.0,2.0,2.0,,,,,,,False,,,0
RH58.00,2,Adani,UPCL ,Quectel,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,bug fixed,2024-05-13,2024-06-17,2024-06-17,2024-06-17,,-45460,,1,0.0,1.0,1.0,QER-109140,2024-06-18,BCP,,,,False,,,0
RH62.00,0,Alfanar ,MPMKVVCL-Bhopal,,Stopped,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,New firmware,2024-06-17,2024-06-17,2024-06-18,,,0,,2,1.0,-45460.0,,,,,,yes,,False,,,0
nLo041.09,9,Iskraemeco ,UGVCL,(consumer with DI without 200/5 ratio),Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,DK,process related change,2024-06-17,2024-06-17,2024-06-17,2024-06-18,,-45461,,1,0.0,2.0,1.0,QER-109134(1),2024-06-18,,,,,False,,,0
RH47.00,4,Adani,APEPDCL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,VN,bug fixed,2024-04-01,2024-06-17,2024-06-18,2024-06-18,,-45461,,2,1.0,1.0,1.0,QER-109146,2024-06-24,SR,,,,False,,,0
HHo014.00,0,Montecarlo ,MSEDCL,DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,,New firmware,2024-06-17,2024-06-17,,,,0,,-45459,,1.0,,,,,,yes,,False,,,0
HHo013.00,0,Montecarlo ,MSEDCL,w/o DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,,New firmware,2024-06-17,2024-06-17,,,,0,,-45459,,1.0,,,,,,yes,,False,,,0
HHo011.02,2,Montecarlo ,MSEDCL,DI,Stopped,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,VK,New firmware,2024-06-17,2024-06-17,2024-06-18,,,0,,2,1.0,-45460.0,,,,,,,,False,,,0
CAO02200,0,ESP,Innologics,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VN,CAO0090004 modified for CR changes,2024-06-17,2024-06-17,2024-06-18,2024-06-21,2024-06-25,4,2.0,2,1.0,4.0,4.0,QER-109157,2024-07-02,DK,,,,False,,,0
nHo055.04,4,Iskraemeco ,UGVCL,,Exp Next Itr,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AM,bug fixed,2024-05-10,2024-06-18,2024-06-19,2024-06-20,2024-06-24,4,2.0,2,1.0,2.0,2.0,,,SAN,,,,False,,,0
COC59.00 ,0,Rajashree Electricals,Rajashree Electricals,,Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,BCP,CR changes,2024-06-18,2024-06-18,2024-06-28,2024-06-28,,-45471,,11,6.0,1.0,1.0,,,,,yes,,False,,,0
nHo038.03,3,NCC,NBPDCL,,Completed,DLMS Order,3P4W HTCT 63.5V 5-10A,NORTEM,SMART,AM,bug fixed,2024-03-05,2024-06-19,2024-06-25,2024-06-26,,-45469,,7,4.0,2.0,2.0,,,DK,,,,False,,,0
HHo004.08,8,Adani,MSEDCL,,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,DK,bug fixed,2024-06-19,2024-06-19,2024-06-19,2024-06-19,,-45462,,1,0.0,1.0,0.5,109124(3),2024-07-11,,,,,False,,,0
HHo008.03,3,Adani,MSEDCL,,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,NB,bug fixed,2024-05-22,2024-06-19,2024-06-20,2024-06-20,,-45463,,2,0.0,1.0,0.5,,,,,,,False,,,0
HHo009.03,3,Adani,MSEDCL,w/o DI,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,ABK,bug fixed,2024-05-24,2024-06-19,2024-06-20,2024-06-20,,-45463,,2,0.0,1.0,0.5,,,,,,,False,,,0
HHo014.01,1,Montecarlo ,MSEDCL,DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,,New firmware,2024-06-17,2024-06-19,,,,0,,-45461,,1.0,,,,,,yes,,False,,,0
HHo013.01,1,Montecarlo ,MSEDCL,w/o DI,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,,New firmware,2024-06-17,2024-06-19,,,,0,,-45461,,1.0,,,,,,yes,,False,,,0
HHo011.03,3,Montecarlo ,MSEDCL,DI,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,VK,New firmware,2024-06-17,2024-06-19,2024-06-19,2024-06-24,2024-06-25,1,1.0,1,0.0,6.0,4.0,,,AVM,,yes,,False,,,0
HHo007.03,3,Adani,MSEDCL,,Completed,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,DK,bug fixed,2024-05-24,2024-06-19,2024-06-19,2024-06-19,,-45462,,1,0.0,1.0,0.5,,,,,,,False,,,0
CAO01600,3,Adani,AEML,Nbiot,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,VN,bug fixed,2024-03-04,2024-06-19,2024-06-25,2024-06-27,2024-07-01,4,2.0,7,4.0,3.0,2.0,109172,2024-07-10,BHR,,,,False,,,0
nLo044.02,2,TPCL,TPCL,4G,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,DK,bug fixed,2024-06-01,2024-06-19,2024-06-21,2024-06-25,2024-06-28,3,3.0,3,1.0,5.0,3.0,,,AVM,,,,False,,,0
CBO019.00,4,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,Bug fixed,2024-03-15,2024-06-20,2024-06-20,2024-06-21,2024-06-25,4,2.0,1,0.0,2.0,2.0,,,AVM,,,,False,,,0
RH62.00,1,Alfanar ,MPMKVVCL-Bhopal,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,New firmware,2024-06-17,2024-06-19,2024-06-20,2024-06-21,2024-06-24,3,1.0,2,0.0,2.0,2.0,,,SS,,yes,,False,,,0
5HD1N.75 ,0,NTPC,NTPC,,Released,DLMS Order,3P4W 63.5V 5-10A Cl 0.2 Opt + RS232,N2AVE,TVM HT 0.2,DK,Checklist implementation and CR changes,2024-06-20,2024-06-20,2024-07-04,2024-07-08,2024-07-09,1,1.0,15,8.0,5.0,3.0,109171,2024-07-10,VK,,,,False,,,0
RH63.00,1,Adani,APCPDCL,4G,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,NB,RH47 serial number change,2024-06-20,2024-06-20,2024-06-21,2024-06-28,2024-07-02,4,2.0,2,0.0,8.0,6.0,,,,yes,,,False,,,0
RH64.00,1,Adani,APSPDCL,4G,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,ABK,RH47 serial number change,2024-06-20,2024-06-20,2024-06-21,2024-06-28,2024-07-02,4,2.0,2,0.0,8.0,6.0,,,SR,yes,,,False,,,0
nLo047.03,3,Montecarlo ,MSEDCL,"4G, DI",Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,Bug fixed,2024-06-05,2024-06-21,2024-06-24,2024-06-25,2024-06-27,2,2.0,4,2.0,2.0,2.0,,,AM,,,,False,,,0
nLo048.03,3,Montecarlo ,MSEDCL,"4G, w/o DI",Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,Bug fixed,2024-06-05,2024-06-21,2024-06-28,2024-07-02,,-45475,,8,4.0,5.0,2.0,,,,,,,False,,,0
nLo057.03,3,Adani,APEPDCL,4G,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,SS,Bug fixed,2024-06-04,2024-06-25,2024-06-25,2024-07-01,,-45474,,1,0.0,7.0,5.0,,,,,,,False,,,0
HHo016.01,1,GMR,DVVNL,4G,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BCP/VK,Bug fixed(HHO010.00 Firmware is modified ),2024-06-25,2024-06-25,2024-06-25,2024-06-27,,-45470,,1,0.0,3.0,3.0,,,,,,,False,,,0
CBO019.00,5,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BCP,Bug fixed,2024-03-15,2024-06-25,2024-06-26,2024-06-26,,-45469,,2,1.0,1.0,0.5,,,,,,,False,,,0
RH66.00,0,GMR,PuVVNL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,NB,RH61.00 Fw modified for Quectel,2024-06-25,2024-06-25,2024-07-03,2024-07-09,2024-07-11,2,2.0,9,5.0,7.0,5.0,QER-109189,2024-07-26,VN,,,,False,,,0
HHo011.04,4,Montecarlo ,MSEDCL,DI,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,AVM,Bug fixed,2024-06-17,2024-06-25,2024-06-26,2024-06-27,,-45470,,2,0.0,2.0,2.0,,,BHR,,,,False,,,0
HHo014.02,2,Montecarlo ,MSEDCL,DI,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BHR, HHo011 modified for changes,2024-06-17,2024-06-25,2024-07-01,2024-07-03,,-45476,,7,4.0,3.0,3.0,,,,,,,False,,,0
HHo013.02,2,Montecarlo ,MSEDCL,w/o DI,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BCP, HHo011 modified for changes,2024-06-17,2024-06-25,2024-07-01,2024-07-02,2024-07-03,1,1.0,7,4.0,2.0,2.0,,,AVM,,,,False,,,0
RH52.00,0,GMR,DVVNL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,ABK,RH43 modified for Quectel,2024-06-26,2024-06-26,2024-07-03,2024-07-09,2024-07-11,2,2.0,8,4.0,7.0,5.0,QER 109193,2024-08-01,,,,,False,,,0
CBO019.00,6,Adani,APEPDCL ,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,Bug fixed,2024-03-15,2024-06-26,2024-06-26,2024-06-26,,-45469,,1,0.0,1.0,0.5,QER-109150 ,2024-06-26,,,,,False,,,0
UC01.01,0,CESC,Kolkata,,Released,DLMS Order,"1PH 05-60A,  Cl.1.0",SFF,ENM,DK,CR changes/Field modification,2024-06-26,2024-06-26,2024-06-28,2024-07-01,2024-07-03,2,2.0,3,1.0,4.0,1.0,108689(1),2024-07-11,VN,,,,False,,,0
COP03.01,0,CESC,Kolkata,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,VENUS,TVM LT WC,DK,CR changes/Field modification,2024-06-27,2024-06-27,2024-06-28,2024-06-28,,-45471,,2,1.0,1.0,1.0,108729(1),2024-07-12,AM,,,,False,,,0
CAO02100,0,TPCL,TPCL,4G(SIMCOM module with taoglass ),Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,AVM/SAN,New firmware,2024-06-27,2024-06-27,2024-06-28,2024-07-11,2024-07-15,4,2.0,2,1.0,14.0,10.0,,,BHR,,yes,,False,,,0
nLo052.00,0,Montecarlo ,MSEDCL,"RF, DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-06-27,2024-06-27,,,,0,,-45469,4.0,1.0,,,,,,yes,,False,,,0
HHo016.02,2,GMR,DVVNL,4G,Subs Itr rel,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,VK/AVM,Bug fixed,2024-06-25,2024-06-28,2024-06-28,2024-06-28,,-45471,,1,0.0,1.0,1.0,,,SR,,,,False,,,0
RH53.00,3,TPCL,TPCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,SS,bug fixed,2024-04-12,2024-06-28,2024-07-01,2024-07-02,2024-07-04,2,2.0,4,2.0,2.0,2.0,,,AM,,,,False,,,0
HHo016.03,3,GMR,DVVNL,4G,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,,Bug fixed,2024-06-25,2024-06-28,2024-06-28,2024-07-01,,-45474,,1,0.0,4.0,1.0,QER-109155,2024-07-01,AVM,,,,False,,,0
RH62.00,2,Alfanar ,MPMKVVCL-Bhopal,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AM,Bug fixed,2024-06-17,2024-07-02,2024-07-02,2024-07-03,,-45476,,1,0.0,2.0,1.0,,,,,,,False,,,0
COT62.01,1,TPL,Surat,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,DK,Bug fixed,2024-06-06,2024-07-01,2024-07-01,2024-07-02,2024-07-03,1,2.0,1,0.0,2.0,2.0,108526(1),2024-07-03,BCP,,,,False,,,0
CON13.00,1,ESP,ESP,,Released,DLMS Order, 3P 4W- SFF-LT 5-10A,SFF,TVM LT 0.5,DK,Bug fixed (kwh meter),2024-05-30,2024-07-02,2024-07-02,2024-07-02,,-45475,,1,0.0,1.0,1.0,109209,2024-08-27,,,,,False,,,0
HHo019.00,0,GMR,PuVVNL,4G,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,VK,code compare,2024-06-25,2024-07-01,2024-07-01,2024-07-01,,-45474,,1,0.0,1.0,0.5,QER-109156,2024-07-02,,yes,,,False,,,0
nLo044.03,3,TPCL,TPCL,4G,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,VK,bug fixed,2024-06-01,2024-07-02,2024-07-02,2024-07-02,,-45475,,1,0.0,1.0,1.0,,,SAN,,,,False,,,0
RN14.02,0,EESL,UP,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",SM19E,SMART,AVM,Field issue fixed,2024-07-02,2024-07-02,2024-07-08,2024-07-09,,-45482,,7,4.0,2.0,1.0,QER-108584(2),2024-07-09,,,,,False,,,0
nLo047.04,4,Montecarlo ,MSEDCL,"4G, DI",Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,DK,Bug fixed,2024-06-05,2024-07-02,2024-07-02,2024-07-03,,-45476,,1,0.0,2.0,1.0,QER-109161,2024-07-03,VK,,,,False,,,0
nLo048.04,4,Montecarlo ,MSEDCL,"4G, w/o DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,Bug fixed,2024-06-05,2024-07-02,2024-07-02,2024-07-03,,-45476,,1,0.0,2.0,1.0,QER-109162,2024-07-04,SS,,,,False,,,0
RH67.00,0,Intellismart,PVVNL,4GQuectel,Released,DLMS Order,"1Ph 4G 10-60A , Cl.1.0",CYGNUS,SMART,BCP,RH44 modified for trilliant data set,2024-07-03,2024-07-03,2024-07-03,2024-07-05,,-45478,,1,0.0,3.0,3.0,109170,2024-07-09,AVM,,,,False,,,0
CBO026.00,0,Adani,APSPDCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,CBO.019 F/W Sr. no. format is change ,2024-07-03,2024-07-03,2024-07-04,2024-07-09,2024-07-11,2,2.0,2,0.0,6.0,4.0,,,BHR,,,,False,,,0
CBO025.00,0,Adani,APCPDCL,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,VN,CBO.019 F/W Sr. no. format is change ,2024-07-03,2024-07-03,2024-07-04,2024-07-09,2024-07-11,2,2.0,2,1.0,6.0,4.0,,,,,,,False,,,0
HHo019.01,1,GMR,PuVVNL,4G,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,AM,code compare,2024-07-03,2024-07-03,2024-07-03,2024-07-03,,-45476,,1,0.0,1.0,0.5,109156(1),2024-07-03,,,,,False,,,0
CLO001.00,0,Alfanar ,MPMKVVCL-Bhopal,"4G, with DI",Exp Next Itr,DLMS Order, 3P4W LTCT Cl 0.5 5-10A,CHRONAS,SMART,VK,New firmware,2024-07-03,2024-07-03,2024-07-09,2024-07-19,2024-07-23,4,2.0,7,4.0,11.0,7.0,,,SAN,,yes,,False,,,0
CLO002.00,0,Alfanar ,MPMKVVCL-Bhopal,"4G, w/o DI",Exp Next Itr,DLMS Order, 3P4W LTCT Cl 0.5 5-10A,CHRONAS,SMART,VN,New firmware,2024-07-03,2024-07-03,2024-07-16,2024-07-30,2024-08-01,2,2.0,14,8.0,15.0,10.0,,,SS,,yes,,False,,,0
HHo011.05,5,Montecarlo ,MSEDCL,DI,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,AM,Bug fixed(read remarks),2024-06-17,2024-07-03,2024-07-04,2024-07-04,,-45477,,2,1.0,1.0,0.5,QER-109163,2024-07-04,,,,,False,,,0
HHo014.03,3,Montecarlo ,MSEDCL,DI,Exp Next Itr,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,BHR,Bug fixed,2024-06-17,2024-07-04,2024-07-04,2024-07-05,,-45478,,1,0.0,2.0,1.0,,,ABK,,,,False,,,0
HHo013.03,3,Montecarlo ,MSEDCL,w/o DI,Released,DLMS Order, 3P4W HTCT Cl 0.5 5-10A,NORTEM,SMART,BCP,Bug fixed,2024-06-17,2024-07-04,2024-07-04,2024-07-04,,-45477,,1,0.0,1.0,0.5,QER-109167,2024-07-08,,,,,False,,,0
nLo057.04,4,Adani,APEPDCL,4G,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,BHR,Bug fixed,2024-06-04,2024-07-04,2024-07-05,2024-07-10,,-45483,,2,1.0,6.0,4.0,,,,,,,False,,,0
COT70.03,0,TPL,Surat,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,M3R,TVM LT WC,DK,serial number format change,2024-06-04,2024-07-04,2024-07-05,2024-07-05,,-45478,,2,1.0,1.0,0.5,108757(3),2024-07-08,,,,,False,,,0
RH62.00,3,Alfanar ,MPMKVVCL-Bhopal,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AVM,Bug fixed,2024-06-17,2024-07-04,2024-07-05,2024-07-05,,-45478,,2,1.0,1.0,1.0,,,,,,,False,,,0
nLo061.01,1,GMR,DVVNL,,Exp Next Itr,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,SR,Bug fixed,2024-05-27,2024-07-04,2024-07-09,2024-07-10,,-45483,,6,3.0,2.0,2.0,,,,,,,False,,,0
nLo044.04,4,TPCL,TPCL,4G,Subs Itr rel,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AM,bug fixed,2024-06-01,2024-07-05,2024-07-05,2024-07-05,,-45478,,1,0.0,1.0,1.0,,,,,,,False,,,0
nLo048.04,4,Montecarlo ,MSEDCL,"4G, w/o DI",Released,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,VN,Bug fixed,2024-06-05,2024-07-05,2024-07-05,2024-07-05,,-45478,,1,0.0,1.0,0.5,109162(1),2024-07-05,,,,,False,,,0
RH53.00,4,TPCL,TPCL,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BCP,bug fixed,2024-04-12,2024-07-05,2024-07-08,2024-07-09,,-45482,,4,2.0,2.0,1.0,,,,,,,False,,,0
RH62.00,4,Alfanar ,MPMKVVCL-Bhopal,,Subs Itr rel,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AVM,Bug fixed,2024-06-17,2024-07-08,2024-07-08,2024-07-08,,-45481,,1,0.0,1.0,1.0,,,,,,,False,,,0
RH47.01,0,Adani,APEPDCL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,AVM,bug fixed,2024-07-08,2024-07-08,2024-07-12,2024-07-15,,-45488,,5,2.0,4.0,2.0,QER-109146(1),2024-07-15,DK,,,,False,,,0
RN15.05,0,EESL,Haryana,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",SM19E,SMART,AVM,Field issue fixed,2024-07-08,2024-07-08,2024-07-08,2024-07-09,,-45482,,1,0.0,2.0,1.0,108641(5),2024-07-09,,yes,,,False,,,0
COC57.00 ,1,WBSEDCL,WBSEDCL ,sampark,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,DK,bug fixed,2024-06-12,2024-07-08,2024-07-10,2024-07-11,2024-07-12,1,1.0,3,2.0,2.0,2.0,,,,,,,False,,,0
nLo044.05,5,TPCL,TPCL,4G,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AM,bug fixed,2024-06-01,2024-07-10,2024-07-10,2024-07-10,,-45483,,1,0.0,1.0,1.0,109164,2024-07-10,,,,,False,,,0
CAO01801,0,GMR,PuVVNL ,,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,NB,Firmware modified for  Quectel,2024-07-09,2024-07-09,2024-07-10,2024-07-18,2024-07-22,4,2.0,2,1.0,9.0,7.0,109104(01),2024-08-27,AM,,,,False,,,0
CAO01701,0,GMR,DVVNL,,Completed,DLMS Order, 3P4W LTWC Cl 1.0 10-100A,CHRONAS,SMART,ABK,Firmware modified for  Quectel,2024-07-09,2024-07-09,2024-07-10,2024-07-22,2024-07-24,2,2.0,2,1.0,13.0,8.0,,,AM,,,,False,,,0
RH53.00,5,TPCL,TPCL,,Released,DLMS Order,"1PH 10-60A,  Cl.1.0",CYGNUS,SMART,BHR,bug fixed and process change,2024-04-12,2024-07-09,2024-07-09,2024-07-10,,-45483,,1,0.0,2.0,1.0,109174,2024-07-11,,,,,False,,,0
HHo019.02,2,GMR,PuVVNL,4G,Released,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,AM,CR change,2024-07-10,2024-07-10,2024-07-11,2024-07-11,,-45484,,2,1.0,1.0,0.5,109156(2),2024-07-11,,,,,False,,,0
CBO023.02,0,Adani,UPCL ,4G,Released,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,AM,Field modification,2024-07-10,2024-07-10,2024-07-12,2024-07-12,,-45485,,3,1.0,1.0,0.5,109128(2),2024-07-12,,yes,,,False,,,0
CBO019.01,0,Adani,APEPDCL ,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,CR changes,2024-07-11,2024-07-11,2024-07-11,2024-07-15,,-45488,,1,0.0,5.0,3.0,,,,,,,False,,,0
nLo052.01,1,Montecarlo ,MSEDCL,"RF, DI",Withdrawn,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,,New firmware,2024-06-27,2024-07-11,,,,0,,-45483,,1.0,,,,,,,,False,,,0
nLo044.06,6,TPCL,TPCL,4G,Released,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,AM,CR changes,2024-07-11,2024-07-11,2024-07-12,2024-07-12,,-45485,,2,1.0,1.0,1.0,109164(1),2024-07-12,,,,,False,,,0
HHo012.00,0,Adani,APSPDCL,4G,Withdrawn,DLMS Order, 3P4W HTCT Cl 0.2 5-10A,NORTEM,SMART,,New firmware,2024-07-11,2024-07-11,,,,0,,-45483,,1.0,,,,,,,,False,,,0
SR83.00,0,TANGEDCO,TANGEDCO,,Subs Itr rel,DLMS Order,"1Ph 10-60A , Cl.1.0",SFF,ENM,AVM,New firmware,2024-07-11,2024-07-11,2024-07-23,2024-07-26,2024-07-31,5,3.0,13,7.0,4.0,4.0,,,BHR,,,,False,,,0
COC58.00 ,0,WBSEDCL,WBSEDCL ,Bi-direction,Exp Next Itr,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,SFF,TVM LT WC,BHR,New firmware,2024-07-11,2024-07-11,2024-07-17,2024-07-19,2024-07-23,4,2.0,7,3.0,3.0,3.0,,,AVM,,,,False,,,0
nLo057.05,5,Adani,APEPDCL,4G,Subs Itr rel,DLMS Order,"3P4W LTCT 240V 5-10A,",NORTEM,SMART,SS,Bug fixed,2024-06-04,2024-07-11,2024-07-15,2024-07-17,2024-07-18,1,1.0,5,2.0,3.0,3.0,,,SR,,,,False,,,0
nLo061.02,2,GMR,DVVNL,,Hw Pending,DLMS Order,3P4W LTCT 240V 5-10A,NORTEM,SMART,VN,Bug fixed,2024-05-27,2024-07-12,2024-07-15,2024-07-15,2024-07-18,3,3.0,4,0.0,1.0,1.0,,,SS,,,,False,,,0
CBO027.00,1,Alfanar ,MPMKVVCL-Bhopal,4G,Subs Itr rel,DLMS Order, 3P4W LTWC Cl 1.0 10-60A,CHRONAS,SMART,BHR,New firmware,2024-07-12,2024-07-12,2024-07-23,2024-07-25,2024-07-30,5,3.0,12,6.0,3.0,3.0,,,SAN,,,,False,,,0
